query,markup
яйцо русское руно 10шт,"[(0, 4, 'B-TYPE'), (5, 12, 'B-BRAND'), (13, 17, 'I-BRAND'), (18, 22, 'B-VOLUME')]"
"laimon orange 0,33л напиток","[(0, 6, 'B-BRAND'), (7, 13, 'I-BRAND'), (14, 19, 'B-VOLUME'), (20, 27, 'B-TYPE')]"
may island 25мл маска,"[(0, 3, 'B-BRAND'), (4, 10, 'I-BRAND'), (11, 15, 'B-VOLUME'), (16, 21, 'B-TYPE')]"
kleber 3шт крючки,"[(0, 6, 'B-BRAND'), (7, 10, 'B-VOLUME'), (11, 17, 'B-TYPE')]"
"майонез 200мл махеевъ 50,5%","[(0, 7, 'B-TYPE'), (8, 13, 'B-VOLUME'), (14, 21, 'B-BRAND'), (22, 27, 'B-PERCENT')]"
myllyn paras 500г каша,"[(0, 6, 'B-BRAND'), (7, 12, 'I-BRAND'), (13, 17, 'B-VOLUME'), (18, 22, 'B-TYPE')]"
простоквашино сырок 40г,"[(0, 13, 'B-BRAND'), (14, 19, 'B-TYPE'), (20, 23, 'B-VOLUME')]"
бумага papia 12шт,"[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND'), (13, 17, 'B-VOLUME')]"
приправа kotanyi 36г,"[(0, 8, 'B-TYPE'), (9, 16, 'B-BRAND'), (17, 20, 'B-VOLUME')]"
крышка 200 мл,"[(0, 6, 'B-TYPE'), (7, 10, 'B-VOLUME'), (11, 13, 'I-VOLUME')]"
тефтели 250г пикник,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME'), (13, 19, 'B-BRAND')]"
bluesky гель-лак 201 Г,"[(0, 7, 'B-BRAND'), (8, 16, 'B-TYPE'), (17, 20, 'B-VOLUME'), (21, 22, 'I-VOLUME')]"
"удобрение 0,9кг гера","[(0, 9, 'B-TYPE'), (10, 15, 'B-VOLUME'), (16, 20, 'B-BRAND')]"
шпроты вкусные консервы 240 г,"[(0, 6, 'B-TYPE'), (7, 14, 'B-BRAND'), (15, 23, 'I-BRAND'), (24, 27, 'B-VOLUME'), (28, 29, 'I-VOLUME')]"
jazzway 1 г прожектор,"[(0, 7, 'B-BRAND'), (8, 9, 'B-VOLUME'), (10, 11, 'I-VOLUME'), (12, 21, 'B-TYPE')]"
чипсы от мартина 100Г,"[(0, 5, 'B-TYPE'), (6, 8, 'B-BRAND'), (9, 16, 'I-BRAND'), (17, 21, 'B-VOLUME')]"
фиксатор felix 6мл,"[(0, 8, 'B-TYPE'), (9, 14, 'B-BRAND'), (15, 18, 'B-VOLUME')]"
газ 70.5 л,"[(0, 3, 'B-TYPE'), (4, 8, 'B-VOLUME'), (9, 10, 'I-VOLUME')]"
"водка 0,5л воздух","[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME'), (11, 17, 'B-BRAND')]"
lavel мешок 1шт,"[(0, 5, 'B-BRAND'), (6, 11, 'B-TYPE'), (12, 15, 'B-VOLUME')]"
parlo 3шт салфетки,"[(0, 5, 'B-BRAND'), (6, 9, 'B-VOLUME'), (10, 18, 'B-TYPE')]"
грунтовка ceresit 5кг,"[(0, 9, 'B-TYPE'), (10, 17, 'B-BRAND'), (18, 21, 'B-VOLUME')]"
din шайба 1шт,"[(0, 3, 'B-BRAND'), (4, 9, 'B-TYPE'), (10, 13, 'B-VOLUME')]"
tom 2157457077777 Л лонгслив,"[(0, 3, 'B-BRAND'), (4, 17, 'B-VOLUME'), (18, 19, 'I-VOLUME'), (20, 28, 'B-TYPE')]"
батончик 30г фрутилад,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME'), (13, 21, 'B-BRAND')]"
400г хлеб,"[(0, 4, 'B-VOLUME'), (5, 9, 'B-TYPE')]"
крылышки 300г главпродукт,"[(0, 8, 'B-TYPE'), (9, 13, 'B-VOLUME'), (14, 25, 'B-BRAND')]"
wurth 1 мл очиститель,"[(0, 5, 'B-BRAND'), (6, 7, 'B-VOLUME'), (8, 10, 'I-VOLUME'), (11, 21, 'B-TYPE')]"
бальзам 100мл nivea,"[(0, 7, 'B-TYPE'), (8, 13, 'B-VOLUME'), (14, 19, 'B-BRAND')]"
7up напиток 1л,"[(0, 3, 'B-BRAND'), (4, 11, 'B-TYPE'), (12, 14, 'B-VOLUME')]"
майонез 67% 400мл ricco,"[(0, 7, 'B-TYPE'), (8, 11, 'B-PERCENT'), (12, 17, 'B-VOLUME'), (18, 23, 'B-BRAND')]"
2 шт кольца,"[(0, 1, 'B-VOLUME'), (2, 4, 'I-VOLUME'), (5, 11, 'B-TYPE')]"
термопаста 3г,"[(0, 10, 'B-TYPE'), (11, 13, 'B-VOLUME')]"
chirton 300 мл освежитель,"[(0, 7, 'B-BRAND'), (8, 11, 'B-VOLUME'), (12, 14, 'I-VOLUME'), (15, 25, 'B-TYPE')]"
корм 85г whiskas,"[(0, 4, 'B-TYPE'), (5, 8, 'B-VOLUME'), (9, 16, 'B-BRAND')]"
"чудо 100г творожок 4,2%","[(0, 4, 'B-BRAND'), (5, 9, 'B-VOLUME'), (10, 18, 'B-TYPE'), (19, 23, 'B-PERCENT')]"
"вода красный ключ 1,5 л","[(0, 4, 'B-TYPE'), (5, 12, 'B-BRAND'), (13, 17, 'I-BRAND'), (18, 21, 'B-VOLUME'), (22, 23, 'I-VOLUME')]"
"фругурт 2,5% йогурт 250г","[(0, 7, 'B-BRAND'), (8, 12, 'B-PERCENT'), (13, 19, 'B-TYPE'), (20, 24, 'B-VOLUME')]"
круассан 60г 0%,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME'), (13, 15, 'B-PERCENT')]"
шоколад 90г ozera,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME'), (12, 17, 'B-BRAND')]"
320 Г гайка,"[(0, 3, 'B-VOLUME'), (4, 5, 'I-VOLUME'), (6, 11, 'B-TYPE')]"
поиск 1г семена,"[(0, 5, 'B-BRAND'), (6, 8, 'B-VOLUME'), (9, 15, 'B-TYPE')]"
сыр 100г president,"[(0, 3, 'B-TYPE'), (4, 8, 'B-VOLUME'), (9, 18, 'B-BRAND')]"
хлеб бородино 400 Г,"[(0, 4, 'B-TYPE'), (5, 13, 'B-BRAND'), (14, 17, 'B-VOLUME'), (18, 19, 'I-VOLUME')]"
"газ 10,5кг","[(0, 3, 'B-TYPE'), (4, 10, 'B-VOLUME')]"
майонез 380г махеевъ,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME'), (13, 20, 'B-BRAND')]"
буренка 300г сметана 15%,"[(0, 7, 'B-BRAND'), (8, 12, 'B-VOLUME'), (13, 20, 'B-TYPE'), (21, 24, 'B-PERCENT')]"
шоколад 90г томер,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME'), (12, 17, 'B-BRAND')]"
снежок 200 г сметана 15%,"[(0, 6, 'B-BRAND'), (7, 10, 'B-VOLUME'), (11, 12, 'I-VOLUME'), (13, 20, 'B-TYPE'), (21, 24, 'B-PERCENT')]"
hatber тетрадь 100л,"[(0, 6, 'B-BRAND'), (7, 14, 'B-TYPE'), (15, 19, 'B-VOLUME')]"
кэмми лапша 30шт,"[(0, 5, 'B-BRAND'), (6, 11, 'B-TYPE'), (12, 16, 'B-VOLUME')]"
мульти пульти 1шт,"[(0, 6, 'B-BRAND'), (7, 13, 'I-BRAND'), (14, 17, 'B-VOLUME')]"
"0,5г семена","[(0, 4, 'B-VOLUME'), (5, 11, 'B-TYPE')]"
масло 5л нежинское,"[(0, 5, 'B-TYPE'), (6, 8, 'B-VOLUME'), (9, 18, 'B-BRAND')]"
"любимый сок 1,93Л","[(0, 7, 'B-BRAND'), (8, 11, 'B-TYPE'), (12, 17, 'B-VOLUME')]"
sebastea чай 100Г,"[(0, 8, 'B-BRAND'), (9, 12, 'B-TYPE'), (13, 17, 'B-VOLUME')]"
"чай 1,8г tess","[(0, 3, 'B-TYPE'), (4, 8, 'B-VOLUME'), (9, 13, 'B-BRAND')]"
батончик bombbar 60 г,"[(0, 8, 'B-TYPE'), (9, 16, 'B-BRAND'), (17, 19, 'B-VOLUME'), (20, 21, 'I-VOLUME')]"
тетрадь 12 л альт,"[(0, 7, 'B-TYPE'), (8, 10, 'B-VOLUME'), (11, 12, 'I-VOLUME'), (13, 17, 'B-BRAND')]"
"вино 11% 0,75л крымское","[(0, 4, 'B-TYPE'), (5, 8, 'B-PERCENT'), (9, 14, 'B-VOLUME'), (15, 23, 'B-BRAND')]"
масло 200г,"[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME')]"
timotei 400мл шампунь,"[(0, 7, 'B-BRAND'), (8, 13, 'B-VOLUME'), (14, 21, 'B-TYPE')]"
каша 40г увелка,"[(0, 4, 'B-TYPE'), (5, 8, 'B-VOLUME'), (9, 15, 'B-BRAND')]"
"pepsi 0,25л вода","[(0, 5, 'B-BRAND'), (6, 11, 'B-VOLUME'), (12, 16, 'B-TYPE')]"
"карачинская вода 1,5л","[(0, 11, 'B-BRAND'), (12, 16, 'B-TYPE'), (17, 21, 'B-VOLUME')]"
йогурт коровка из кореновки 450г,"[(0, 6, 'B-TYPE'), (7, 14, 'B-BRAND'), (15, 17, 'I-BRAND'), (18, 27, 'I-BRAND'), (28, 32, 'B-VOLUME')]"
"2,5кг килька","[(0, 5, 'B-VOLUME'), (6, 12, 'B-TYPE')]"
haribo 80г мармелад,"[(0, 6, 'B-BRAND'), (7, 10, 'B-VOLUME'), (11, 19, 'B-TYPE')]"
kisskiss бальзам 2.8г,"[(0, 8, 'B-BRAND'), (9, 16, 'B-TYPE'), (17, 21, 'B-VOLUME')]"
шприц 3мл,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME')]"
"халзан пиво 0,45л","[(0, 6, 'B-BRAND'), (7, 11, 'B-TYPE'), (12, 17, 'B-VOLUME')]"
пемолюкс порошок 480г,"[(0, 8, 'B-BRAND'), (9, 16, 'B-TYPE'), (17, 21, 'B-VOLUME')]"
230г сэндвич,"[(0, 4, 'B-VOLUME'), (5, 12, 'B-TYPE')]"
икра балтийский берег 480 г,"[(0, 4, 'B-TYPE'), (5, 15, 'B-BRAND'), (16, 21, 'I-BRAND'), (22, 25, 'B-VOLUME'), (26, 27, 'I-VOLUME')]"
"вода 0,5л пилигрим","[(0, 4, 'B-TYPE'), (5, 9, 'B-VOLUME'), (10, 18, 'B-BRAND')]"
масло 82% заря 180г,"[(0, 5, 'B-TYPE'), (6, 9, 'B-PERCENT'), (10, 14, 'B-BRAND'), (15, 19, 'B-VOLUME')]"
жидкость 1Л,"[(0, 8, 'B-TYPE'), (9, 11, 'B-VOLUME')]"
виски 1л high commissioner,"[(0, 5, 'B-TYPE'), (6, 8, 'B-VOLUME'), (9, 13, 'B-BRAND'), (14, 26, 'I-BRAND')]"
губка 10шт чистюля,"[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME'), (11, 18, 'B-BRAND')]"
сваля сыр 50% 200г,"[(0, 5, 'B-BRAND'), (6, 9, 'B-TYPE'), (10, 13, 'B-PERCENT'), (14, 18, 'B-VOLUME')]"
75 г пирожки,"[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME'), (5, 12, 'B-TYPE')]"
фруктовая аллея 90г мыло,"[(0, 9, 'B-BRAND'), (10, 15, 'I-BRAND'), (16, 19, 'B-VOLUME'), (20, 24, 'B-TYPE')]"
гайка 1шт,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME')]"
селтинг 900г крупа,"[(0, 7, 'B-BRAND'), (8, 12, 'B-VOLUME'), (13, 18, 'B-TYPE')]"
"ячменное поле пиво 0,5л","[(0, 8, 'B-BRAND'), (9, 13, 'I-BRAND'), (14, 18, 'B-TYPE'), (19, 23, 'B-VOLUME')]"
мороженое 100г кик,"[(0, 9, 'B-TYPE'), (10, 14, 'B-VOLUME'), (15, 18, 'B-BRAND')]"
curtis 12шт чай,"[(0, 6, 'B-BRAND'), (7, 11, 'B-VOLUME'), (12, 15, 'B-TYPE')]"
милка 156Г печенье,"[(0, 5, 'B-BRAND'), (6, 10, 'B-VOLUME'), (11, 18, 'B-TYPE')]"
сыр 400г витако,"[(0, 3, 'B-TYPE'), (4, 8, 'B-VOLUME'), (9, 15, 'B-BRAND')]"
пакет 2 шт,"[(0, 5, 'B-TYPE'), (6, 7, 'B-VOLUME'), (8, 10, 'I-VOLUME')]"
goodmark 04шт карандаши,"[(0, 8, 'B-BRAND'), (9, 13, 'B-VOLUME'), (14, 23, 'B-TYPE')]"
сыробогатов сыр 130г,"[(0, 11, 'B-BRAND'), (12, 15, 'B-TYPE'), (16, 20, 'B-VOLUME')]"
круг абразивный 5 ШТ кедр,"[(0, 4, 'B-TYPE'), (5, 15, 'I-TYPE'), (16, 17, 'B-VOLUME'), (18, 20, 'I-VOLUME'), (21, 25, 'B-BRAND')]"
рикотта 1 кг,"[(0, 7, 'B-TYPE'), (8, 9, 'B-VOLUME'), (10, 12, 'I-VOLUME')]"
horeca select 8шт тортилья,"[(0, 6, 'B-BRAND'), (7, 13, 'I-BRAND'), (14, 17, 'B-VOLUME'), (18, 26, 'B-TYPE')]"
1кг 45% сыр,"[(0, 3, 'B-VOLUME'), (4, 7, 'B-PERCENT'), (8, 11, 'B-TYPE')]"
зубр 5шт наждачка,"[(0, 4, 'B-BRAND'), (5, 8, 'B-VOLUME'), (9, 17, 'B-TYPE')]"
печенье принцип 400г,"[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND'), (16, 20, 'B-VOLUME')]"
"молоко 380г алексеевское 8,5%","[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME'), (12, 24, 'B-BRAND'), (25, 29, 'B-PERCENT')]"
1кг клубника,"[(0, 3, 'B-VOLUME'), (4, 12, 'B-TYPE')]"
килька за родину 240г,"[(0, 6, 'B-TYPE'), (7, 9, 'B-BRAND'), (10, 16, 'I-BRAND'), (17, 21, 'B-VOLUME')]"
эмаль лакра 3кг,"[(0, 5, 'B-TYPE'), (6, 11, 'B-BRAND'), (12, 15, 'B-VOLUME')]"
"сенежская вода 0,5л","[(0, 9, 'B-BRAND'), (10, 14, 'B-TYPE'), (15, 19, 'B-VOLUME')]"
шампунь pantene 400мл,"[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND'), (16, 21, 'B-VOLUME')]"
esse 11.22 Г,"[(0, 4, 'B-BRAND'), (5, 10, 'B-VOLUME'), (11, 12, 'I-VOLUME')]"
фасоль пиканта 530Г,"[(0, 6, 'B-TYPE'), (7, 14, 'B-BRAND'), (15, 19, 'B-VOLUME')]"
десерт джелиссимо 20г,"[(0, 6, 'B-TYPE'), (7, 17, 'B-BRAND'), (18, 21, 'B-VOLUME')]"
ремит колбаса 90Г,"[(0, 5, 'B-BRAND'), (6, 13, 'B-TYPE'), (14, 17, 'B-VOLUME')]"
"callebaut 0,4кг шоколад 70,5%","[(0, 9, 'B-BRAND'), (10, 15, 'B-VOLUME'), (16, 23, 'B-TYPE'), (24, 29, 'B-PERCENT')]"
безмен 25кг,"[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME')]"
gillette станок 5шт,"[(0, 8, 'B-BRAND'), (9, 15, 'B-TYPE'), (16, 19, 'B-VOLUME')]"
"28,5л юбка","[(0, 5, 'B-VOLUME'), (6, 10, 'B-TYPE')]"
полотенца zewa 2шт,"[(0, 9, 'B-TYPE'), (10, 14, 'B-BRAND'), (15, 18, 'B-VOLUME')]"
дядя ваня 350 мл перец,"[(0, 4, 'B-BRAND'), (5, 9, 'I-BRAND'), (10, 13, 'B-VOLUME'), (14, 16, 'I-VOLUME'), (17, 22, 'B-TYPE')]"
"молоко веселый молочник 2,5% 930мл","[(0, 6, 'B-TYPE'), (7, 14, 'B-BRAND'), (15, 23, 'I-BRAND'), (24, 28, 'B-PERCENT'), (29, 34, 'B-VOLUME')]"
мартини 125 мл,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME'), (12, 14, 'I-VOLUME')]"
салфетки 100шт,"[(0, 8, 'B-TYPE'), (9, 14, 'B-VOLUME')]"
forest 25г фисташки,"[(0, 6, 'B-BRAND'), (7, 10, 'B-VOLUME'), (11, 19, 'B-TYPE')]"
мороженое 80Г чистая линия,"[(0, 9, 'B-TYPE'), (10, 13, 'B-VOLUME'), (14, 20, 'B-BRAND'), (21, 26, 'I-BRAND')]"
соус кинто 195мл,"[(0, 4, 'B-TYPE'), (5, 10, 'B-BRAND'), (11, 16, 'B-VOLUME')]"
березкино сыр 140г 60%,"[(0, 9, 'B-BRAND'), (10, 13, 'B-TYPE'), (14, 18, 'B-VOLUME'), (19, 22, 'B-PERCENT')]"
шоколад коммунарка 90г,"[(0, 7, 'B-TYPE'), (8, 18, 'B-BRAND'), (19, 22, 'B-VOLUME')]"
бон пари 75 г мармелад,"[(0, 3, 'B-BRAND'), (4, 8, 'I-BRAND'), (9, 11, 'B-VOLUME'), (12, 13, 'I-VOLUME'), (14, 22, 'B-TYPE')]"
"йогурт чудо 270 г 2,4%","[(0, 6, 'B-TYPE'), (7, 11, 'B-BRAND'), (12, 15, 'B-VOLUME'), (16, 17, 'I-VOLUME'), (18, 22, 'B-PERCENT')]"
тетрадь 60 л,"[(0, 7, 'B-TYPE'), (8, 10, 'B-VOLUME'), (11, 12, 'I-VOLUME')]"
прокладки kotex 7 ШТ,"[(0, 9, 'B-TYPE'), (10, 15, 'B-BRAND'), (16, 17, 'B-VOLUME'), (18, 20, 'I-VOLUME')]"
увелка 800г рис,"[(0, 6, 'B-BRAND'), (7, 11, 'B-VOLUME'), (12, 15, 'B-TYPE')]"
спрей 500мл unicum,"[(0, 5, 'B-TYPE'), (6, 11, 'B-VOLUME'), (12, 18, 'B-BRAND')]"
"термос 3,2л","[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME')]"
батон 450г щелковский,"[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME'), (11, 21, 'B-BRAND')]"
кекс русский бисквит 225г,"[(0, 4, 'B-TYPE'), (5, 12, 'B-BRAND'), (13, 20, 'I-BRAND'), (21, 25, 'B-VOLUME')]"
щетка 1шт bosch,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME'), (10, 15, 'B-BRAND')]"
ланч бокс 1шт,"[(0, 4, 'B-TYPE'), (5, 9, 'I-TYPE'), (10, 13, 'B-VOLUME')]"
bv линейка 23.173574 Л,"[(0, 2, 'B-BRAND'), (3, 10, 'B-TYPE'), (11, 20, 'B-VOLUME'), (21, 22, 'I-VOLUME')]"
каша ясно солнышко 45г,"[(0, 4, 'B-TYPE'), (5, 9, 'B-BRAND'), (10, 18, 'I-BRAND'), (19, 22, 'B-VOLUME')]"
планка 045 шт,"[(0, 6, 'B-TYPE'), (7, 10, 'B-VOLUME'), (11, 13, 'I-VOLUME')]"
тетрадь 24л,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME')]"
творог 5% 180г сваля,"[(0, 6, 'B-TYPE'), (7, 9, 'B-PERCENT'), (10, 14, 'B-VOLUME'), (15, 20, 'B-BRAND')]"
60 г эскимо,"[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME'), (5, 11, 'B-TYPE')]"
любятово хлопья 270 г,"[(0, 8, 'B-BRAND'), (9, 15, 'B-TYPE'), (16, 19, 'B-VOLUME'), (20, 21, 'I-VOLUME')]"
"пицца 0,256 кг","[(0, 5, 'B-TYPE'), (6, 11, 'B-VOLUME'), (12, 14, 'I-VOLUME')]"
"0,5кг лук","[(0, 5, 'B-VOLUME'), (6, 9, 'B-TYPE')]"
toho 5 г,"[(0, 4, 'B-BRAND'), (5, 6, 'B-VOLUME'), (7, 8, 'I-VOLUME')]"
черная карта 190г кофе,"[(0, 6, 'B-BRAND'), (7, 12, 'I-BRAND'), (13, 17, 'B-VOLUME'), (18, 22, 'B-TYPE')]"
краски 20 мл,"[(0, 6, 'B-TYPE'), (7, 9, 'B-VOLUME'), (10, 12, 'I-VOLUME')]"
amsterdam 120 мл акрил,"[(0, 9, 'B-BRAND'), (10, 13, 'B-VOLUME'), (14, 16, 'I-VOLUME'), (17, 22, 'B-TYPE')]"
"kronenbourg 0,46л 4,5% пиво","[(0, 11, 'B-BRAND'), (12, 17, 'B-VOLUME'), (18, 22, 'B-PERCENT'), (23, 27, 'B-TYPE')]"
приправа 75г магия востока,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME'), (13, 18, 'B-BRAND'), (19, 26, 'I-BRAND')]"
navigator 1шт лампа,"[(0, 9, 'B-BRAND'), (10, 13, 'B-VOLUME'), (14, 19, 'B-TYPE')]"
hatber блокнот 40л,"[(0, 6, 'B-BRAND'), (7, 14, 'B-TYPE'), (15, 18, 'B-VOLUME')]"
дюрекс 3шт презервативы,"[(0, 6, 'B-BRAND'), (7, 10, 'B-VOLUME'), (11, 23, 'B-TYPE')]"
печенье 147г milka,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME'), (13, 18, 'B-BRAND')]"
аппликатор 10шт tf,"[(0, 10, 'B-TYPE'), (11, 15, 'B-VOLUME'), (16, 18, 'B-BRAND')]"
антикокс 320мл verylube,"[(0, 8, 'B-TYPE'), (9, 14, 'B-VOLUME'), (15, 23, 'B-BRAND')]"
сосиски 270г останкино,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME'), (13, 22, 'B-BRAND')]"
opium 1шт носки,"[(0, 5, 'B-BRAND'), (6, 9, 'B-VOLUME'), (10, 15, 'B-TYPE')]"
простоквашино 140г зерно,"[(0, 13, 'B-BRAND'), (14, 18, 'B-VOLUME'), (19, 24, 'B-TYPE')]"
"зеленое село 3,2% 500мл молоко","[(0, 7, 'B-BRAND'), (8, 12, 'I-BRAND'), (13, 17, 'B-PERCENT'), (18, 23, 'B-VOLUME'), (24, 30, 'B-TYPE')]"
дядя ваня огурцы 680г,"[(0, 4, 'B-BRAND'), (5, 9, 'I-BRAND'), (10, 16, 'B-TYPE'), (17, 21, 'B-VOLUME')]"
букет 5949 шт,"[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME'), (11, 13, 'I-VOLUME')]"
zlatka 10 г бисер,"[(0, 6, 'B-BRAND'), (7, 9, 'B-VOLUME'), (10, 11, 'I-VOLUME'), (12, 17, 'B-TYPE')]"
чипсы 90г,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME')]"
зефир тортугалия 400г,"[(0, 5, 'B-TYPE'), (6, 16, 'B-BRAND'), (17, 21, 'B-VOLUME')]"
"farbitex 0,8 кг эмаль","[(0, 8, 'B-BRAND'), (9, 12, 'B-VOLUME'), (13, 15, 'I-VOLUME'), (16, 21, 'B-TYPE')]"
майонез 67% слобода 234г,"[(0, 7, 'B-TYPE'), (8, 11, 'B-PERCENT'), (12, 19, 'B-BRAND'), (20, 24, 'B-VOLUME')]"
салфетки plushe 400шт,"[(0, 8, 'B-TYPE'), (9, 15, 'B-BRAND'), (16, 21, 'B-VOLUME')]"
луковые кольца 100г русскарт,"[(0, 7, 'B-TYPE'), (8, 14, 'I-TYPE'), (15, 19, 'B-VOLUME'), (20, 28, 'B-BRAND')]"
дюбель ekf 100шт,"[(0, 6, 'B-TYPE'), (7, 10, 'B-BRAND'), (11, 16, 'B-VOLUME')]"
tess 25 ШТ чай,"[(0, 4, 'B-BRAND'), (5, 7, 'B-VOLUME'), (8, 10, 'I-VOLUME'), (11, 14, 'B-TYPE')]"
"регидрон порошок 18,9Г","[(0, 8, 'B-BRAND'), (9, 16, 'B-TYPE'), (17, 22, 'B-VOLUME')]"
агуша вода 0.33 л,"[(0, 5, 'B-BRAND'), (6, 10, 'B-TYPE'), (11, 15, 'B-VOLUME'), (16, 17, 'I-VOLUME')]"
беленькая 40% водка 0.7 Л,"[(0, 9, 'B-BRAND'), (10, 13, 'B-PERCENT'), (14, 19, 'B-TYPE'), (20, 23, 'B-VOLUME'), (24, 25, 'I-VOLUME')]"
зеленая грядка 400г шампиньоны,"[(0, 7, 'B-BRAND'), (8, 14, 'I-BRAND'), (15, 19, 'B-VOLUME'), (20, 30, 'B-TYPE')]"
виброхвосты 6шт lucky john,"[(0, 11, 'B-TYPE'), (12, 15, 'B-VOLUME'), (16, 21, 'B-BRAND'), (22, 26, 'I-BRAND')]"
радуга 90г мороженое пломбир,"[(0, 6, 'B-BRAND'), (7, 10, 'B-VOLUME'), (11, 20, 'B-TYPE'), (21, 28, 'I-TYPE')]"
хлеб 300г юг руси,"[(0, 4, 'B-TYPE'), (5, 9, 'B-VOLUME'), (10, 12, 'B-BRAND'), (13, 17, 'I-BRAND')]"
oilright 1кг антифриз,"[(0, 8, 'B-BRAND'), (9, 12, 'B-VOLUME'), (13, 21, 'B-TYPE')]"
knorr приправа 26г,"[(0, 5, 'B-BRAND'), (6, 14, 'B-TYPE'), (15, 18, 'B-VOLUME')]"
ozera 50г шоколад,"[(0, 5, 'B-BRAND'), (6, 9, 'B-VOLUME'), (10, 17, 'B-TYPE')]"
"0,170 кг пирог","[(0, 5, 'B-VOLUME'), (6, 8, 'I-VOLUME'), (9, 14, 'B-TYPE')]"
almo nature 70 г консервы,"[(0, 4, 'B-BRAND'), (5, 11, 'I-BRAND'), (12, 14, 'B-VOLUME'), (15, 16, 'I-VOLUME'), (17, 25, 'B-TYPE')]"
освежитель chirton 300мл,"[(0, 10, 'B-TYPE'), (11, 18, 'B-BRAND'), (19, 24, 'B-VOLUME')]"
varta батарейка 6шт,"[(0, 5, 'B-BRAND'), (6, 15, 'B-TYPE'), (16, 19, 'B-VOLUME')]"
пиво 0.9л жигули,"[(0, 4, 'B-TYPE'), (5, 9, 'B-VOLUME'), (10, 16, 'B-BRAND')]"
johnnie walker 40% виски,"[(0, 7, 'B-BRAND'), (8, 14, 'I-BRAND'), (15, 18, 'B-PERCENT'), (19, 24, 'B-TYPE')]"
калитка 90г,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME')]"
"пиво 8% белый медведь 0,45л","[(0, 4, 'B-TYPE'), (5, 7, 'B-PERCENT'), (8, 13, 'B-BRAND'), (14, 21, 'I-BRAND'), (22, 27, 'B-VOLUME')]"
масло rolf 4л,"[(0, 5, 'B-TYPE'), (6, 10, 'B-BRAND'), (11, 13, 'B-VOLUME')]"
шоколад 100г merci,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME'), (13, 18, 'B-BRAND')]"
пельмени я ем 450г,"[(0, 8, 'B-TYPE'), (9, 10, 'B-BRAND'), (11, 13, 'I-BRAND'), (14, 18, 'B-VOLUME')]"
гренки 1кг,"[(0, 6, 'B-TYPE'), (7, 10, 'B-VOLUME')]"
oral-b щетка 1 шт,"[(0, 6, 'B-BRAND'), (7, 12, 'B-TYPE'), (13, 14, 'B-VOLUME'), (15, 17, 'I-VOLUME')]"
пена 750мл tytan,"[(0, 4, 'B-TYPE'), (5, 10, 'B-VOLUME'), (11, 16, 'B-BRAND')]"
архыз 0.5 Л вода,"[(0, 5, 'B-BRAND'), (6, 9, 'B-VOLUME'), (10, 11, 'I-VOLUME'), (12, 16, 'B-TYPE')]"
тетрадь полином 48л,"[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND'), (16, 19, 'B-VOLUME')]"
семечки 140 г джинн,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME'), (12, 13, 'I-VOLUME'), (14, 19, 'B-BRAND')]"
бабаевский 100г шоколад,"[(0, 10, 'B-BRAND'), (11, 15, 'B-VOLUME'), (16, 23, 'B-TYPE')]"
"пиво 4,0% 0,5л","[(0, 4, 'B-TYPE'), (5, 9, 'B-PERCENT'), (10, 14, 'B-VOLUME')]"
лукойл 5л,"[(0, 6, 'B-BRAND'), (7, 9, 'B-VOLUME')]"
